trace,vm,n,rho_net,rho_disk_read,rho_disk_write,rho_mem_delta,rho_composite_all,rho_composite_net_disk
rnd,235.csv,8625,0.27392580750243944,0.03921696356386429,0.29255373942333374,0.24721626530092142,0.35553746679384335,0.3134386882501553
rnd,125.csv,6454,0.3151355596561938,0.046839445568622844,0.3834453462152719,0.06534358516262448,0.2714476192722484,0.36844164229251397
rnd,99.csv,8623,0.5006849225317066,0.045080149616212664,0.5812312999081607,0.14282868193770235,0.491580161408784,0.571379790661187
rnd,243.csv,8626,0.32998359420183193,0.07640085984376456,0.3894947789923446,0.0482085322247116,0.2887624137702411,0.4268902206367063
rnd,68.csv,6462,0.5419097771013424,0.20410700049129682,0.10827433523799468,0.26303221100286883,0.3225950727840265,0.24136997818483197
rnd,81.csv,7502,0.5606684432561626,0.2913263747921066,0.06245175270513938,0.25594440965796034,0.23878064006672253,0.15653798727748777
rnd,369.csv,450,-0.2450332112401373,-0.01618379125634531,-0.011164382923162172,0.04684311142161028,-0.028897351450005094,-0.13980453458654127
rnd,319.csv,8616,0.7842898025727787,0.038590169221821395,0.5675851251964059,0.123355405560989,0.6323694205179681,0.7398500866806742
rnd,330.csv,8629,0.40581911943956245,0.197013278565275,0.4867267353911947,0.03813028242485708,0.29130982190421434,0.5377977662115155
rnd,343.csv,379,0.18440820208207345,0.15003260290059062,0.1791393015647851,0.12603776334965927,0.15914006915341844,0.19952402256029053
rnd,171.csv,2114,-0.047724772971035744,-0.020806302357495043,-0.10971503413181488,0.09726618740182012,0.023714979039755477,-0.04035790234127356
rnd,333.csv,8600,0.9217139125019179,0.29959347750219506,0.44402931939459556,0.11893247858309243,0.5344154314491303,0.8802918745830064
rnd,136.csv,8615,0.6094127601574603,0.04155449367118502,0.6179647554501282,0.11557769668846414,0.3739255119427494,0.6509343860410016
rnd,185.csv,8619,0.5167100665021183,0.2060843703207645,0.3100681700389283,0.0936151725829547,0.3521279673753372,0.4193909025532238
rnd,130.csv,8617,0.7095130855019807,0.046780627632726716,0.8192572254708983,0.15474849902784676,0.4991639149313665,0.8208434521651651
rnd,373.csv,8617,0.2663621413210675,0.2567829390947065,0.2778055019897776,0.09842348821074434,0.2089071550803701,0.3275704499941506
rnd,13.csv,8622,0.3193906753098564,0.4260169257358693,0.7506581743281362,0.12723408124248428,0.39847780997763155,0.714890944806063
rnd,41.csv,5851,0.5033186173693391,0.1464768889340446,0.004155581583561163,0.1760194817447321,0.2151969475415482,0.0864042416148536
rnd,207.csv,8624,0.767438873738044,0.04226253920599446,0.24869971728678125,0.024410271356365795,0.37870303761779606,0.41446464293971497
rnd,98.csv,8626,0.47165362424222645,0.04336598257076601,0.5444926987061641,0.142897936302552,0.3990843213172185,0.5314981016640533
rnd,154.csv,8623,0.1797462797145407,0.028500201939099138,0.21483117128055068,0.05830867228953077,0.15475288613959076,0.22668841977508977
rnd,361.csv,128,0.17220229185524322,0.3432927117793097,0.33879569658672914,0.198498060848928,0.48704600242899726,0.3610856306379946
rnd,212.csv,7791,0.311929422511153,0.03535563887301148,0.42376404706275234,0.04494560576592644,0.25999824152185363,0.609628044864608
rnd,49.csv,6646,0.5020267048925191,0.22748278773375766,0.005108674870097657,0.16299529330760262,0.24572485589432966,0.15050270610246583
rnd,117.csv,8621,0.19069289349252527,0.05981245925636664,0.4632815964354611,0.08856533360219969,0.30309562988476313,0.39619835014548643
rnd,385.csv,8619,0.843251787513351,0.5568249166590291,0.47019281262985957,0.24638515857669485,0.8566738585314585,0.9010803193733703
rnd,292.csv,8618,0.6715169274061897,0.3286936643598755,0.8348057412296516,0.15337330092308976,0.4152031171459941,0.7230710236609059
rnd,401.csv,8625,0.11238763917392318,0.10051671306319146,0.22740614728789527,0.03824609468743625,0.11307085407932597,0.22775429991774634
rnd,368.csv,279,0.3766782513144524,0.2444229570442245,0.15667630527757012,0.1692727313632655,0.5556434976985478,0.6144730374568644
rnd,36.csv,8620,0.7560322763768337,0.1201037788861944,0.42680765447530683,0.26740673448293667,0.5740777191492723,0.7061707646001727
rnd,34.csv,8620,0.6026988943124139,0.026380212465612864,0.3208457892690344,0.042759401552983724,0.2059472674768921,0.47480889851834357
rnd,244.csv,8624,0.2604974519846771,0.13471987167224994,0.4167462734796481,0.07347435218295614,0.26441295786721963,0.4254006346263585
rnd,219.csv,8618,0.5305952951527679,0.2706365311644116,0.39690323159575847,0.01775232290758454,0.2718495445289621,0.3493930728483047
rnd,193.csv,6925,0.4105274115768063,0.030461859862170655,0.22858858250504238,0.28831223751423934,0.331135359895092,0.24972072622487512
rnd,407.csv,8190,0.704710548409567,0.32947033334816855,0.06079858222986603,0.20468716026480532,0.33244331599608673,0.39668918269544223
rnd,71.csv,7151,0.6175489598603889,0.2905039570948683,0.09923799917745989,0.2647536387820232,0.371824679218051,0.25267765323631336
rnd,209.csv,8136,0.7241569585415849,0.20397639602533787,0.7598366485744085,0.04670037557847619,0.5157969947218258,0.8323452213808543
rnd,55.csv,6917,0.5994053678673186,0.29673464309874986,-0.022018810468965425,0.2809813879248856,0.33629620347518857,0.20366495600586623
rnd,281.csv,8630,0.23029246277466267,0.2459932680923682,0.21556055509632382,0.22248537602138901,0.351892334386137,0.2890052907183547
rnd,16.csv,8625,0.1008924862342897,0.15464272725274947,0.2592390651814778,0.11231321855553529,0.17889634312035393,0.2568154030612962
rnd,408.csv,8633,0.31434446689070317,0.6183609218100894,0.5700264514860754,0.12737116069857735,0.6317185474428395,0.6600417998677762
rnd,397.csv,4883,0.39292478153705884,0.06833239470563766,0.19522068820863786,0.101929158866141,0.1687161908207757,0.337697958022638
rnd,237.csv,8620,0.19561074838894923,-0.2920179319084184,-0.3343783774727537,-0.04629641716239543,-0.24701037142252832,-0.2075055888477323
rnd,31.csv,8626,0.7209343777520976,0.03639798632836631,0.787641645351823,0.12004582148648314,0.7072227163526165,0.7934631483569575
rnd,132.csv,8621,0.21305270015232483,0.045374085575519564,0.22647052588587507,0.08615778002974049,0.2147389504205841,0.24270957944811739
rnd,102.csv,8619,0.6160333862405523,0.036716065649952494,0.6913219483088899,0.11185359173842623,0.6639691597730684,0.6917164624561896
rnd,386.csv,8628,0.42394254982490676,0.7305424652365434,0.2416495053537037,0.06244526487457486,0.5778809589372398,0.6407369575317513
rnd,145.csv,8621,0.41229133961824543,0.04159963614948181,0.46755545533107556,0.08475033973533772,0.3077311631720139,0.46914135405980145
rnd,486.csv,2308,0.7259456477063843,0.005792314584988254,0.7961690579155962,0.12726042240942745,0.7486874564708017,0.80853971500569
rnd,347.csv,8619,0.5440210191619571,0.03832014410542718,0.0268061246816022,0.04702113004329756,0.20138145845452027,0.4696182589898929
rnd,62.csv,6465,0.6697562311263241,0.20953052772007139,0.33535736515782943,0.3123619865024032,0.49804816317375655,0.4672959431026641
rnd,332.csv,8626,0.8503724664361922,0.2312210930124899,0.8175497976763592,0.10929467410038227,0.7743463448774945,0.8468968422229237
rnd,26.csv,8623,0.6993280427662989,0.21157989509945463,0.6262323096880754,0.1625070759643403,0.38668038324995063,0.6610010145794707
rnd,211.csv,8574,0.7070233003460017,0.38159933085247216,0.39290315087068534,0.08936012478612013,0.24718775538291615,0.5046190903306438
rnd,27.csv,8627,0.4269208222102758,0.10014475997004431,0.7992284140262619,0.14731959147041704,0.8168534037375472,0.8363881381150627
rnd,23.csv,8625,0.39434822214516213,0.029864833767099953,0.5153730211526626,0.16921123279074834,0.44096228655828124,0.4931256610526677
rnd,300.csv,8623,0.1986610767004223,0.12776934369485285,0.383696760739342,0.24245806802889497,0.3293631626360607,0.38380291886447904
rnd,35.csv,8617,0.726574759316981,0.08733540862706997,0.28456715790345066,0.18307432217432568,0.5838775807807948,0.6325261333600971
rnd,381.csv,8625,0.09470906487005451,0.0502929468766981,0.16639195111789312,0.0883979974969145,0.12595411960793831,0.15595757649595013
rnd,40.csv,3294,0.09044413248765076,0.10173803997990445,0.2286972752476145,0.06695446233329036,0.11664952570223487,0.22759123605388532
rnd,406.csv,8631,0.5786144134655616,0.25430816770721243,0.30792076994801365,0.09425228719329298,0.5770987136271077,0.6327150607015979
rnd,69.csv,6725,0.6004433432520756,0.22411866613130205,-0.055903892379493475,0.2623224321136046,0.276870184297268,0.11317926793154358
rnd,404.csv,8619,0.2069962049069587,0.036990963229397794,-0.44377756555978065,0.06832646326147497,0.13016594232646375,-0.0155146379610009
rnd,147.csv,8626,0.33625390170061553,0.03510787161047857,0.3587668881794068,0.09684024247881991,0.2817126373032928,0.381919863984249
rnd,97.csv,8620,0.8515390901406388,0.48686151766674346,0.4764499828135029,0.21168380351660784,0.5118069301347068,0.6505690449171865
rnd,152.csv,8626,0.5379840552688022,0.04758876211490108,0.5833324544112974,0.10917856580467229,0.4041264725310235,0.5945393116924013
rnd,148.csv,8622,0.593796349575398,0.04151414825016474,0.6523243035249405,0.09104516642587965,0.4367660030673377,0.6451530357091741
rnd,419.csv,8631,0.1606296587662485,0.08968129425433287,0.6363699404170161,-0.36122063842997487,-0.1218262523233886,0.5777142230751661
rnd,77.csv,7282,0.5066755765908699,0.21204534632080566,-0.044964938243386876,0.22006121657593694,0.20842637261444008,0.06093348750091603
rnd,229.csv,8625,0.29563763655175845,0.11122591864835929,0.16613175723181384,0.03546080761722364,0.2682964293456952,0.2699867214895121
rnd,378.csv,4546,0.3184439141196313,0.3238599630734196,0.731950219543028,0.1402166515083772,0.41806787094685105,0.7276738507285042
rnd,196.csv,6608,0.48104182779842686,0.07419303473937507,0.4817475971160706,0.32835223026888605,0.5117996618614266,0.49251271368891963
rnd,257.csv,8625,0.6896842772138931,0.02078692906947328,0.2927529194484138,0.14922376664335268,0.3332311091972727,0.5051416581842849
rnd,414.csv,8631,0.11378614477831007,0.1381719094364249,0.12485031426360241,0.07208448392635963,0.1060823747886984,0.12882529296115364
rnd,331.csv,8626,0.004107789287310926,0.08134756756606353,-0.10708844408461865,0.023580147352883465,0.016483319485336698,-0.028829642813475054
rnd,324.csv,8616,0.6915004231780816,0.07673488130188078,0.6523376908872789,0.1436909656676793,0.35485487907273644,0.6662795196234362
rnd,214.csv,830,0.34402385666334967,0.4762378141156352,0.45697586171196053,0.32133654022287395,0.4593893734201652,0.6200133371714347
rnd,122.csv,6454,0.4201283595683292,0.03994002776204121,0.534434512198644,0.08944389740000835,0.33856282023366985,0.5185361256050159
rnd,7.csv,8595,0.508225040478785,0.5399874838412528,0.4698884313416328,-0.2609206133408569,0.3674450023197808,0.5699145071127052
rnd,417.csv,8631,0.6230009520013766,0.35013743104570877,0.7077005071427719,0.39751016961784047,0.6284082786254117,0.6926762596442496
rnd,500.csv,8620,0.9579900254663276,-0.011300725717650312,0.8106600901976669,0.04326321744838241,0.7723940134277997,0.94389190603248
rnd,226.csv,8628,0.14805591527272505,0.018061616910982476,0.0992880805938609,0.017108888212741605,0.10619350803533763,0.1510172716719518
rnd,119.csv,8618,0.43400165755662307,0.05769666833819869,0.6724366968399405,0.113093006802799,0.37974527829260796,0.594154653055486
rnd,57.csv,6372,0.6027143437583711,0.2045358511259274,0.2059309322048348,0.25811849731753705,0.3757319700014284,0.3373831161890439
rnd,252.csv,6182,0.2255875622241118,0.4048209457496528,0.5634631274315385,0.28758403546773276,0.43194003137806763,0.48516166801260363
rnd,159.csv,8622,0.39558306052408837,0.037030840189396876,0.45066237457508873,0.11961228678506189,0.3031995835064394,0.45419209969169594
rnd,22.csv,8622,0.7663097971048471,0.13414724778368153,0.7009724900999682,0.23292335587272428,0.5128463656077751,0.7799496970528342
rnd,173.csv,1381,0.30171811862548364,0.4129215015711881,0.039221392087094124,0.12913732464972424,0.28757655401940835,0.3194623990037179
rnd,8.csv,8617,0.20925771757361403,0.11388600790411417,0.3043979031315178,0.11359591958639402,0.20100306703432919,0.3141603828337678
rnd,296.csv,8622,0.18711480185309007,0.03160990701546888,0.13295644151444883,0.03730779269848064,0.09054347743947902,0.15863736907045642
rnd,358.csv,6258,-0.3097992872455587,0.00011681483818511932,0.07914182472258054,0.004713536230165993,-0.029002015886924186,-0.02697178815566459
rnd,420.csv,8630,0.6249664803582134,0.0029531886351635574,0.037875424778535095,0.11598674977281452,0.3491883452656292,0.5059961469526241
rnd,150.csv,8623,0.6348715981622584,0.03645167748283519,0.640795798398409,0.09225705608655531,0.3935381883156194,0.6695980996953422
rnd,80.csv,7093,0.6150063574437085,0.19020929073160317,0.046020219278780604,0.2883202828260381,0.286211984533949,0.1712011441185282
rnd,168.csv,8621,0.832543022257067,0.09190834145394412,0.7818538727066968,0.12770376420648608,0.7075840527348076,0.8201559263922727
rnd,350.csv,2969,0.9351405377473553,0.008235767090722573,0.13634069993493664,-0.0033198435811530144,0.3451528183075816,0.5708631270035275
rnd,115.csv,8617,0.43506434922358217,0.06607711130513258,0.7192623913300517,0.11140187628101622,0.4902233855394792,0.6383188990267412
rnd,496.csv,8621,-0.6540200444716538,-0.01485246494284978,-0.6143075040259708,0.02170149031604599,-0.557944157431069,-0.6209403361366205
rnd,46.csv,6592,0.5136695793380108,0.1251825036397228,-0.08515970355477481,0.1773171556556574,0.19691169453570856,0.05684328286615014
rnd,298.csv,8620,0.14491012695486685,0.09277840328934128,0.05051189546479192,0.03853583641710915,0.1080370347262735,0.1334834658678733
rnd,158.csv,8625,0.36804739148588894,0.03245145927042943,0.4301626943398116,0.09979688894736308,0.31205898972108675,0.4264941794540624
rnd,118.csv,8625,0.3835519368403205,0.04449273780909718,0.7624585893523514,0.12516273421406,0.44307074877739505,0.6826346808496899
rnd,267.csv,8609,0.719301985009475,0.3391451705162808,0.5041019979794357,0.19052297494016515,0.4936241482149681,0.6835561366368554
rnd,264.csv,8627,0.2420992265397536,0.1517215405948882,0.4532015903054447,0.12642846798436322,0.30276228943872546,0.3505501056367604
rnd,83.csv,8616,0.3467701615545438,0.39845638097509056,0.6371147965787282,0.19956403228817665,0.40806088991622746,0.6519361511543378
rnd,146.csv,8622,0.6986610673446894,0.04575670378218067,0.7654373451923153,0.14711195442559924,0.5274750971280486,0.756425763214581
